feat_id,file_id,seq_id,start,end,strand,type,introns,parent_ids,source,score,phase,name,protocluster_number,tool,a_stool,product,cutoff,neighbourhood,category,contig_edge,core_location,detection_rule,candidate_cluster_number,kind,protoclusters,detection_rules,label,subregion_number,rules,subregion_numbers,candidate_cluster_numbers,region_number,locus_tag.x,dbxref,function,transl_table,gene_kind,gene_functions,sec_met_domain,protein_id,note,a_s_tool,prepeptide,peptide,molecular_weight,core_sequence,leader_sequence,alternative_weights,predicted_class,leader_location,monoisotopic_mass,inference,ec_number,nrps_pks,a_s_domain,detection,database,evalue,protein_start,domain_id,protein_end,domain_subtype,specificity,estimated_length,gap_type,linkage_evidence,geom_id,cluster_id,cluster_n,locus_tag.y,cluster_label
cds-OOOGHNGE_59800,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,20014,21117,-,CDS,,,NA,NA,0,prnB,NA,NA,NA,Monodechloroaminopyrrolnitrin synthase PrnB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59800,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P95481",1.14.19.-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59800,cog_24,4,OOOGHNGE_59800,rare
cds-OOOGHNGE_59810,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,21141,21494,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59810,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59810,cog_25,4,OOOGHNGE_59810,rare
cds-OOOGHNGE_59820,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,21665,21940,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59820,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59820,cog_51,3,OOOGHNGE_59820,rare
cds-OOOGHNGE_59830,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,22440,22787,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59830,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59830,cog_52,3,OOOGHNGE_59830,rare
cds-OOOGHNGE_59840,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,22756,23028,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59840,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59840,cog_53,3,OOOGHNGE_59840,rare
cds-OOOGHNGE_59850,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,23511,23960,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59850,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59850,cog_07,5,OOOGHNGE_59850,medium
cds-OOOGHNGE_59860,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,24537,26156,+,CDS,,,NA,NA,0,NA,NA,NA,NA,IS1634 family transposase ISBusp6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59860,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:ISfinder:ISBusp6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59860,cog_63,2,OOOGHNGE_59860,rare
cds-OOOGHNGE_59870,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,26938,29475,+,CDS,,,NA,NA,0,ramC,NA,NA,NA,putative SapB synthase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59870,COG:COG0515,NA,11,biosynthetic,"biosynthetic (rule-based-clusters)lanthipeptide-class-iii: micKC,biosynthetic-additional(rule-based-clusters) LANC_like,biosynthetic-additional(rule-based-clusters) Pkinase,biosynthetic-additional(rule-based-clusters) APH,regulatory (smcogs)SMCOG1030:serine/threonine protein kinase (Score: 79.1%3bE-value: 6.3e-24)","LANC_like (E-value: 4.5e-07, bitscore:27.8, seeds: 47, tool: rule-based-clusters),Pkinase (E-value: 2.9e-09, bitscore: 35.6,seeds: 54, tool: rule-based-clusters),micKC (E-value: 0.0, bitscore: 1106.2,seeds: 18, tool: rule-based-clusters),APH (E-value: 3e-08, bitscore: 32.7,seeds: 156, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O88037",2.7.-.-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59870,cog_02,16,OOOGHNGE_59870,cog_02 (16)
cds-OOOGHNGE_59880,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,29544,29684,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59880,NA,NA,11,biosynthetic-additional,biosynthetic-additional (lanthipeptides)predicted lanthipeptide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59880,cog_03,15,OOOGHNGE_59880,cog_03 (15)
cds-OOOGHNGE_59890,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,29777,31438,+,CDS,,,NA,NA,0,ramA_4,NA,NA,NA,ABC transporter ATP-binding protein RamA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59890,COG:COG1132,NA,11,transport,transport (smcogs) SMCOG1288:ABCtransporter related protein (Score: 280.8%3b E-value:3.7e-85),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:O88039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59890,cog_01,32,OOOGHNGE_59890,cog_01 (32)
cds-OOOGHNGE_59900,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,31435,33180,+,CDS,,,NA,NA,0,btuD_12,NA,NA,NA,Vitamin B12 import ATP-binding protein BtuD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59900,NA,NA,11,transport,transport (smcogs) SMCOG1288:ABCtransporter related protein (Score: 179.5%3b E-value:1.9e-54),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01005",7.6.2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59900,cog_01,32,OOOGHNGE_59900,cog_01 (32)
cds-OOOGHNGE_59910,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,34192,34314,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59910,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59910,cog_64,2,OOOGHNGE_59910,rare
cds-OOOGHNGE_59920,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,35159,36571,-,CDS,,,NA,NA,0,bglA_3,NA,NA,NA,Beta-glucosidase A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59920,COG:COG2723,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P26208",3.2.1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59920,cog_32,4,OOOGHNGE_59920,rare
cds-OOOGHNGE_59930,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,36579,37460,-,CDS,,,NA,NA,0,lacG_2,NA,NA,NA,Lactose transport system permease protein LacG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59930,NA,NA,11,transport,transport (smcogs) SMCOG1069:putative ABCtransporter permease protein (Score: 245.7%3b E-value:9.3e-75),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P29824",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59930,cog_05,8,OOOGHNGE_59930,medium
cds-OOOGHNGE_59940,Erythreapeptin_6.1.1,NZ_PJNB01000001.1.region023,37464,38417,-,CDS,,,NA,NA,0,lacF_1,NA,NA,NA,Lactose transport system permease protein LacF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OOOGHNGE_59940,NA,NA,11,transport,transport (smcogs) SMCOG1067:putative ABCtransporter permease protein (Score: 259.5%3b E-value:6.1e-79),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P29823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-OOOGHNGE_59940,cog_05,8,OOOGHNGE_59940,medium
cds-PKJGIIBK_80040,Erythreapeptin_6.1.1,NZ_CP061007.1.region035,757,2025,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PKJGIIBK_80040,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-PKJGIIBK_80040,cog_19,4,PKJGIIBK_80040,rare
cds-PKJGIIBK_80050,Erythreapeptin_6.1.1,NZ_CP061007.1.region035,2245,2964,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PKJGIIBK_80050,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-PKJGIIBK_80050,cog_43,3,PKJGIIBK_80050,rare
cds-PKJGIIBK_80060,Erythreapeptin_6.1.1,NZ_CP061007.1.region035,3240,4688,+,CDS,,,NA,NA,0,tpl,NA,NA,NA,Tyrosine phenol-lyase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PKJGIIBK_80060,COG:COG3033,NA,11,biosynthetic-additional,biosynthetic-additional(rule-based-clusters) DegT_DnrJ_EryC1,"DegT_DnrJ_EryC1 (E-value: 4.5e-06,bitscore: 25.0, seeds: 38, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q08897",4.1.99.2,"Domain: Beta_elim_lyase (47-424). E-value:6e-89. Score: 289.9. Matches aSDomain:nrpspksdomains_PKJGIIBK_80060_Beta_elim_lyase.1,type: other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-PKJGIIBK_80060,cog_38,4,PKJGIIBK_80060,rare
cds-PKJGIIBK_80070,Erythreapeptin_6.1.1,NZ_CP061007.1.region035,4685,4888,-,CDS,,,NA,NA,0,sti_3,NA,NA,NA,subtilase-type protease inhibitor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PKJGIIBK_80070,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-PKJGIIBK_80070,cog_44,3,PKJGIIBK_80070,rare
cds-PKJGIIBK_80080,Erythreapeptin_6.1.1,NZ_CP061007.1.region035,5211,5456,+,CDS,,,NA,NA,0,fkbM,NA,NA,NA,31-O-demethyl-FK506 methyltransferase FkbM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PKJGIIBK_80080,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P74838",2.1.1.-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-PKJGIIBK_80080,cog_45,3,PKJGIIBK_80080,rare
cds-PKJGIIBK_80090,Erythreapeptin_6.1.1,NZ_CP061007.1.region035,5467,5754,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PKJGIIBK_80090,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-PKJGIIBK_80090,cog_46,3,PKJGIIBK_80090,rare
cds-PKJGIIBK_80100,Erythreapeptin_6.1.1,NZ_CP061007.1.region035,5754,6914,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PKJGIIBK_80100,NA,NA,11,biosynthetic-additional,"biosynthetic-additional(rule-based-clusters) MGT,biosynthetic-additional (smcogs)SMCOG1062:glycosyltransferase, MGT family (Score: 125.8%3bE-value: 4.2e-38)","MGT (E-value: 1.1e-30, bitscore: 106.1,seeds: 193, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-PKJGIIBK_80100,cog_57,3,PKJGIIBK_80100,rare
cds-PKJGIIBK_80110,Erythreapeptin_6.1.1,NZ_CP061007.1.region035,6959,7981,+,CDS,,,NA,NA,0,pat_2,NA,NA,NA,Putative phenylalanine aminotransferase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PKJGIIBK_80110,COG:COG0079,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1019:aminotransferase (Score: 145%3b E-value: 5.2e-44),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:A0R5X8",2.6.1.-,"Domain: Aminotran_1_2 (16-330). E-value:2.3e-47. Score: 153.7. Matches aSDomain:nrpspksdomains_PKJGIIBK_80110_Aminotran_1_2.1,type: other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-PKJGIIBK_80110,cog_20,4,PKJGIIBK_80110,rare
cds-PKJGIIBK_80120,Erythreapeptin_6.1.1,NZ_CP061007.1.region035,7978,8988,+,CDS,,,NA,NA,0,ispB,NA,NA,NA,Octaprenyl diphosphate synthase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PKJGIIBK_80120,COG:COG0142,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1182:Polyprenyl synthetase (Score: 256.6%3b E-value:4.3e-78),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P44916",2.5.1.90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-PKJGIIBK_80120,cog_47,3,PKJGIIBK_80120,rare
cds-PKJGIIBK_80130,Erythreapeptin_6.1.1,NZ_CP061007.1.region035,8991,10004,+,CDS,,,NA,NA,0,cyoE_2,NA,NA,NA,Protoheme IX farnesyltransferase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PKJGIIBK_80130,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_00154",2.5.1.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-PKJGIIBK_80130,cog_21,4,PKJGIIBK_80130,rare
cds-PKJGIIBK_80140,Erythreapeptin_6.1.1,NZ_CP061007.1.region035,10001,11662,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PKJGIIBK_80140,NA,NA,11,biosynthetic,biosynthetic (rule-based-clusters)terpene: terpene_cyclase,"terpene_cyclase (E-value: 1.9e-54,bitscore: 183.6, seeds: 14, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-PKJGIIBK_80140,cog_22,4,PKJGIIBK_80140,rare
cds-PKJGIIBK_80150,Erythreapeptin_6.1.1,NZ_CP061007.1.region035,11659,12906,+,CDS,,,NA,NA,0,mhpA_3,NA,NA,NA,3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamicacid hydroxylase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PKJGIIBK_80150,NA,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1050:monooxygenase FAD-binding (Score: 157.1%3b E-value:1.2e-47),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01652",1.14.13.127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-PKJGIIBK_80150,cog_04,8,PKJGIIBK_80150,medium
cds-PKJGIIBK_80160,Erythreapeptin_6.1.1,NZ_CP061007.1.region035,12915,13916,-,CDS,,,NA,NA,0,ncsB1_3,NA,NA,NA,"2,7-dihydroxy-5-methyl-1-naphthoate7-O-methyltransferase",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PKJGIIBK_80160,NA,NA,11,biosynthetic-additional,biosynthetic-additional (smcogs)SMCOG1042:O-methyltransferase (Score: 266%3b E-value:8.5e-81),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q84HC8",2.1.1.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-PKJGIIBK_80160,cog_06,5,PKJGIIBK_80160,medium
cds-PKJGIIBK_80170,Erythreapeptin_6.1.1,NZ_CP061007.1.region035,14080,14919,+,CDS,,,NA,NA,0,tauD,NA,NA,NA,Alpha-ketoglutarate-dependent taurinedioxygenase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PKJGIIBK_80170,COG:COG2175,NA,11,biosynthetic-additional,"biosynthetic-additional (smcogs)SMCOG1121:dioxygenase, TauD/TfdA (Score: 263.8%3b E-value:2.6e-80)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P37610",1.14.11.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-PKJGIIBK_80170,cog_23,4,PKJGIIBK_80170,rare
cds-PKJGIIBK_80180,Erythreapeptin_6.1.1,NZ_CP061007.1.region035,14928,15623,+,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PKJGIIBK_80180,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-PKJGIIBK_80180,cog_72,2,PKJGIIBK_80180,rare
cds-PKJGIIBK_80190,Erythreapeptin_6.1.1,NZ_CP061007.1.region035,16431,16664,-,CDS,,,NA,NA,0,acpP_3,NA,NA,NA,Acyl carrier protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PKJGIIBK_80190,NA,NA,11,biosynthetic-additional,biosynthetic-additional(rule-based-clusters) PP-binding,"PP-binding (E-value: 1.7e-09, bitscore:36.9, seeds: 164, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,protein motif:HAMAP:MF_01217",NA,"Domain: PP-binding (10-72). E-value: 1.1e-11.Score: 36.9. Matches aSDomain:nrpspksdomains_PKJGIIBK_80190_PP-binding.1,type: other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-PKJGIIBK_80190,cog_48,3,PKJGIIBK_80190,rare
cds-PKJGIIBK_80200,Erythreapeptin_6.1.1,NZ_CP061007.1.region035,16692,17702,-,CDS,,,NA,NA,0,fabH_4,NA,NA,NA,3-oxoacyl-[acyl-carrier-protein] synthase 3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PKJGIIBK_80200,COG:COG0332,NA,11,biosynthetic-additional,"biosynthetic-additional(rule-based-clusters) fabH,biosynthetic-additional (smcogs)SMCOG1084:3-oxoacyl-(acyl carrier protein) synthase III(Score: 339.4%3b E-value: 3.2e-103)","fabH (E-value: 6.7e-106, bitscore: 352.9,seeds: 7, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9HYR2",2.3.1.180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-PKJGIIBK_80200,cog_49,3,PKJGIIBK_80200,rare
cds-PKJGIIBK_80210,Erythreapeptin_6.1.1,NZ_CP061007.1.region035,17699,19474,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PKJGIIBK_80210,NA,NA,11,biosynthetic-additional,"biosynthetic-additional(rule-based-clusters) hyb_KS,biosynthetic-additional (smcogs)SMCOG1022:Beta-ketoacyl synthase (Score: 262.6%3b E-value:1.1e-79)","hyb_KS (E-value: 4.1e-158, bitscore:525.6, seeds: 33, tool: rule-based-clusters)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,"Domain: PKS_KS(Hybrid-KS) (19-441). E-value:1.7e-158. Score: 519.8. Matches aSDomain:nrpspksdomains_PKJGIIBK_80210_PKS_KS.1,type: PKS/NRPS-like protein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-PKJGIIBK_80210,cog_50,3,PKJGIIBK_80210,rare
cds-PKJGIIBK_80220,Erythreapeptin_6.1.1,NZ_CP061007.1.region035,19471,20742,-,CDS,,,NA,NA,0,phzS,NA,NA,NA,5-methylphenazine-1-carboxylate 1-monooxygenase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PKJGIIBK_80220,COG:COG0654,NA,11,other,other (smcogs) SMCOG1087:hypotheticalprotein (Score: 265.2%3b E-value: 1.8e-80),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:Q9HWG9",1.14.13.218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-PKJGIIBK_80220,cog_04,8,PKJGIIBK_80220,medium
cds-PKJGIIBK_80230,Erythreapeptin_6.1.1,NZ_CP061007.1.region035,20771,21874,-,CDS,,,NA,NA,0,prnB,NA,NA,NA,Monodechloroaminopyrrolnitrin synthase PrnB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PKJGIIBK_80230,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ab initio prediction:Prodigal:002006,similar to AA sequence:UniProtKB:P95481",1.14.19.-,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-PKJGIIBK_80230,cog_24,4,PKJGIIBK_80230,rare
cds-PKJGIIBK_80240,Erythreapeptin_6.1.1,NZ_CP061007.1.region035,21898,22251,-,CDS,,,NA,NA,0,NA,NA,NA,NA,hypothetical protein,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PKJGIIBK_80240,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ab initio prediction:Prodigal:002006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,cds-PKJGIIBK_80240,cog_25,4,PKJGIIBK_80240,rare
